Drug_ID	Target_ID	Y
drg_673234	3UQF	0.6989700043
drg_673296	3T3U	0.69019608
drg_673298	4MXA	0.5797835966
drg_673475	4CBT	1.77815125
drg_673478	4CBY	1.301029996
drg_674683	3UQG	4
drg_674691	4JBV	3.5774918
drg_674708	3V5P	4
drg_674812	5KU3	1.477121255
drg_675128	5KTW	1.301029996
drg_675291	5KU3	1.342422681
drg_679065	5EMJ	2
drg_679222	5EMJ	2
drg_681471	4N86	4.681241237
drg_685111	5VPT	1.698970004
drg_685744	5XE1	4.740362689
drg_685899	3W4K	0.5797835966
drg_690369	5I89	1.69019608
drg_690501	5I83	2.814247596
drg_690515	4YK0	3.328175661
drg_690596	5DBM	2.658964843
drg_691280	5IV0	3.763427994
drg_691287	6P3T	-0.6197887583
drg_692397	6I10	2.86569606
drg_692415	5A4Q	3.301029996
drg_695634	3PTG	2
drg_695699	3RTP	2
drg_706996	7ZIH	2.633468456
drg_707001	7ZIJ	2.929418926
drg_707208	5W5V	2.991226076
drg_707240	6CQ4	2.568201724
drg_707270	6BNY	2.255272505
drg_707271	6BOD	5.089905111
drg_707277	6CQ0	3.575187845
drg_717018	4YQH	2.698970004
drg_717036	5SE2	2.698970004
drg_720932	4YS7	1
drg_728593	6DGT	0.4771212547
drg_732272	5EK2	2.740362689
drg_732273	5EK4	3
drg_732283	6O3I	3
drg_732378	6O3I	3
drg_733631	6HMK	2.683947131
drg_734206	5ML0	1.929418926
drg_734263	5ML0	2.371067862
drg_739331	6WNY	0.2380461031
drg_740771	5KML	2.544068044
drg_740777	5KMO	3.602059991
drg_746177	7URD	-0.4202164034
drg_746560	6O2Z	1
drg_751404	7JNT	0.8007170783
drg_755305	6O2Y	2.740362689
drg_755516	6MNY	0.3384564936
drg_755930	5CCL	4.084576278
drg_756808	5V3H	0.591064607
drg_757285	6YOJ	3.041392685
drg_757329	6YID	2.301029996
drg_757907	6YJM	1.361727836
drg_760601	4ZG9	2.698970004
drg_760612	4ZGA	2.698970004
drg_760630	4ZGA	2.698970004
drg_760652	4ZG9	2.698970004
drg_767036	6WU8	2.041392685
drg_767173	7R7D	2.10720997
drg_767404	7BJD	1.477121255
drg_772106	5V1B	1.531478917
drg_776930	6F6I	3.73239376
drg_786097	5I58	1.785329835
drg_786290	5JTY	1.209515015
drg_786339	7N6F	0.9444826722
drg_786578	3GZN	1.079181246
drg_789375	5YLU	1.342422681
drg_789382	6ZS4	1.330413773
drg_789395	6ZN6	1.697229343
drg_789605	7TAB	1.587710965
drg_791384	6MD7	2.257678575
drg_791605	6WUW	1.255272505
drg_795490	3NEE	5
drg_795492	5Z4O	5
drg_795494	7R9W	5
drg_796600	5H3Q	2
drg_801713	4Q01	5
drg_804511	4Y73	-0.3010299957
drg_805425	5UIT	0.6627578317
drg_805688	5UIU	-0.6989700043
drg_810078	4Z0K	2.705007959
drg_816682	6E6Z	3.491361694
drg_823008	5SFF	0
drg_823011	5SF1	1.668385917
drg_823019	5SEM	1.311753861
drg_823034	5SE9	0.8573324964
drg_823067	6B8Y	-0.251811973
drg_827055	3WZU	3.113943352
drg_827058	3C9W	1.51851394
drg_834972	6BFA	0
drg_834973	4TZR	0.3010299957
drg_834994	4WG3	1.033423755
drg_834995	4WG4	1.281033367
drg_837264	6G9H	0.4771212547
drg_837361	6G97	0.591064607
drg_837362	6G9A	1.079181246
drg_837386	6G93	1.041392685
drg_837399	6G9D	0.9542425094
drg_838417	7NI4	0
drg_843883	4IVC	-0.6989700043
drg_844312	6LZE	1.72427587
drg_844313	6M0K	1.602059991
drg_844331	4LMT	3.419955748
drg_844338	7D7L	4.133538908
drg_848296	5ZID	0.3010299957
drg_848499	6WCO	3.838849091
drg_848517	7PHZ	3.51851394
drg_859081	4E90	1.84509804
drg_859102	6GDQ	1.698970004
drg_867671	7JIS	2.397940009
drg_868742	7MQU	3.767897616
drg_868895	4YLU	3.462397998
drg_868931	7E35	2.591064607
drg_869364	5NDD	5
drg_869533	5X0R	2.531478917
drg_873909	6DXZ	2.698970004
drg_873923	6DXZ	2.698970004
drg_874404	7DIA	3.636487896
drg_874415	3QZ1	3.799340549
drg_875743	4EKL	0.414973348
drg_877367	6P6K	3.152594078
drg_877719	5V37	0.1139433523
drg_878737	6VSN	1.301029996
drg_880636	6WE3	3
drg_880637	6WE3	3
drg_880790	7L9Y	3
drg_880799	7LUN	3
drg_880851	6WE2	3
drg_885152	4W2R	0.4771212547
drg_890753	5UFP	0.6989700043
drg_890757	5UFP	0.903089987
drg_890800	6X28	0.6989700043
drg_890816	6CZW	2.176091259
drg_890905	5TBM	0.9294189257
drg_891030	7W80	1
drg_892311	6FIO	1.481442629
drg_907680	7CBQ	1.217483944
drg_912962	5S9M	0.6020599913
drg_913015	5S9N	0.9542425094
drg_914163	3F2N	3.256958153
drg_914167	2PMN	3.502290528
drg_914426	4C4E	4.104179719
drg_914646	4BDJ	4.100852827
drg_914693	4P4C	3.07371835
drg_917662	5B7V	0.6989700043
drg_917906	5L1F	5.243038049
drg_919017	6AY3	0.9542425094
drg_919870	4WQ6	0.9684829486
drg_920571	7WWZ	2.146128036
drg_921583	6LW0	1.301029996
drg_921598	6LW1	1
drg_924787	1ZW9	2.311753861
drg_930051	7JUP	1.285557309
drg_934250	6Z45	0.4771212547
drg_935049	4W9H	3.404833717
drg_935238	5NVY	4.460897843
drg_939913	5KIT	0.6354837468
drg_948376	6RV3	0.9867717343
drg_954043	5WO4	-0.920818754
drg_955488	6F5H	2.397940009
drg_959277	7DUA	-0.7695510786
drg_967745	3RLJ	1.301029996
drg_967747	4OLM	2.394451681
drg_977611	6OIO	2.457881897
drg_977613	6OIP	2.290034611
drg_977614	6OWH	2.089905111
drg_977642	6OIQ	2.431363764
drg_977645	6BA2	1.740362689
drg_977653	6PDA	1.875061263
drg_977655	6CT2	1.707570176
drg_977669	6PD9	1.792391689
drg_977696	6PDF	1.612783857
drg_977704	6PDC	1.698970004
drg_977722	6PDE	1.716003344
drg_977723	6PDD	1.806179974
drg_977747	6PD8	1.792391689
drg_977765	6OIR	1.230448921
drg_980142	6K3E	1.652246341
drg_980152	6K3E	1.696356389
drg_985667	3OUH	2.301029996
drg_987087	4O77	1.380211242
drg_987513	5VWM	0
drg_995718	7LME	3.648360011
drg_995748	7LMD	2.041392685
drg_995754	7LMF	2.176091259
drg_995812	7TEK	2.936513742
drg_997785	7SLV	0.8842287696
drg_997788	7SLY	-0.616184634
drg_997838	7SLX	1.029383778
drg_1001110	6M2B	0.9867717343
drg_1003392	7M8M	2.079181246
drg_1003492	7LTN	3.715167358
drg_1007925	5I96	2.740362689
drg_1014763	6JUX	0.9731278536
drg_1016234	5W8H	4.462397998
drg_1021711	7SFC	2.505149978
drg_1021774	6X9K	2.505149978
drg_1022011	7SFF	2.505149978
drg_1022013	6X9K	2.505149978
drg_1025354	3LJ2	2.51851394
drg_1025358	5WIM	2.835690571
drg_1025466	5IV3	3.51851394
drg_1029662	6PU7	1.489958479
drg_1032986	7S3K	3.130333768
drg_1033133	7S3S	3.025305865
drg_1033411	5RHD	4.923244019
drg_1033414	5RFA	4.995635195
drg_1033626	5REE	4.995635195
drg_1033673	5RH2	4.1430148
drg_1033679	5RH3	4.113943352
drg_1033684	5RGX	4.641474111
drg_1033701	5RGV	4.654176542
drg_1033864	7LOS	2.51851394
drg_1033870	7LLZ	2.568201724
drg_1033895	7RBZ	2.505149978
drg_1033899	7RC1	2.079181246
drg_1033929	7RC0	3.346352974
drg_1034236	7R7L	2.301029996
drg_1041597	6E4F	-0.07058107429
drg_1041876	1ABW	4.77815125
drg_1058585	7RCT	0.903089987
drg_1062404	7BHV	2.301029996
drg_1068673	5TR6	1.247973266
drg_1071367	7SZC	4.596597096
drg_1074013	3VRI	4.392169149
drg_1074128	4M0E	4.158362492
drg_1074297	4TWW	4.799340549
drg_1074333	4TWY	5.033423755
drg_1074359	4WY3	5.380211242
drg_1076166	7SI5	2
drg_1076170	7SI4	2.477121255
drg_1078774	5YM3	4.591064607
drg_1080082	7M7D	3.079904468
drg_1090597	6E2N	1.041392685
drg_1090722	6E2O	0.9542425094
drg_1095740	5V83	3.942107309
drg_1096025	6P5W	3.569256833
drg_1097247	4MR6	3.057666104
drg_1097252	6UWU	1.924279286
drg_1100158	6VND	2
drg_1100188	7M0W	3
drg_1100190	7M0U	1.079181246
drg_1100562	4F9Y	2.33243846
drg_1100565	4F9W	2.372912003
drg_1100619	4R3C	2.450249108
drg_1103506	7OKL	1.620136055
drg_1103545	7OKI	2.389166084
drg_1103641	7OKL	1.899820502
drg_1108264	6OYW	2
drg_1114267	5TZA	2
drg_1114269	5TZA	2
drg_1114298	5TZZ	2
drg_1114299	5TZX	2
drg_1114309	5TZZ	2
drg_1114547	5TZW	2.740362689
drg_1114549	5TZH	2.740362689
drg_1115107	6OCU	0.9493900066
drg_1116746	3VP2	5
drg_1116920	5X20	3.73239376
drg_1121060	5KPL	1.819543936
drg_1121062	5HLN	0.3010299957
drg_1124046	6DVO	0.8512583487
drg_1125976	5W8R	0.5289167003
drg_1125984	5W91	1.012837225
drg_1125988	5W9E	1.139879086
drg_1125994	4IHP	0.9995654882
drg_1126006	5W80	1.149219113
drg_1126038	5W9R	1.089905111
drg_1126877	5N84	0.6127838567
drg_1126933	6QTG	0.04139268516
drg_1126945	6QTJ	0.2552725051
drg_1136134	6US8	1.477121255
drg_1138711	5FTJ	1.431363764
drg_1138908	6ALB	0.06445798923
drg_1149008	6V90	2.624282096
drg_1149032	6V8N	3.255272505
drg_1150016	6WXJ	1.146128036
drg_1150018	6WXJ	1.204119983
drg_1150513	4JNM	0.4771212547
drg_1155367	7VKN	0.8426092396
drg_1158996	7RSP	1.892094603
drg_1159004	7RSV	1.919078092
drg_1160727	6RJ6	0.4771212547
drg_1162366	5TQH	1.301029996
drg_1162372	6U4J	1.326335861
drg_1165963	7M0M	-0.6020599913
drg_1165993	7M0K	-0.05551732785
drg_1169584	3M1O	2.869818208
drg_1181007	5WNJ	0.4771212547
drg_1189719	4JWR	3
drg_1191120	5SKG	0.7867514221
drg_1191156	5SEN	-0.15490196
drg_1191214	5SDW	-0.4436974992
drg_1191220	5SJ9	1.397940009
drg_1191258	5SGD	1.146128036
drg_1191329	5SFP	1.568201724
drg_1191343	5SHF	1.72427587
drg_1191416	5SH2	0.2695129442
drg_1191454	5SEE	0.53529412
drg_1191514	5SGK	0.8948696567
drg_1191526	5SEA	-0.06048074738
drg_1191554	5SEL	0.9009130677
drg_1191622	5SFK	0.8055008582
drg_1191807	5SF2	1.301029996
drg_1191828	5SKJ	1.72427587
drg_1192121	5SKR	2.093421685
drg_1195015	5VP0	-0.214670165
drg_1195020	5XKM	1.380211242
drg_1203079	6KEF	1.632457292
drg_1203118	6KEE	0.8692317197
drg_1203705	7WC5	2.698970004
drg_1211719	7AT3	1.698970004
drg_1211725	3NTB	1.77815125
drg_1211729	3NTB	1.84509804
drg_1211745	6U5A	2.812913357
drg_1219957	7SER	2.008600172
drg_1219996	7SES	1.633468456
drg_1231139	5T0L	1.880241776
drg_1231177	6AOI	3.959994838
drg_1231189	6N1S	3.009875634
drg_1231195	6N1T	3.079904468
drg_1233047	4MMD	3.737907923
drg_1233486	5QD0	2.602059991
drg_1233498	5QCU	2.414973348
drg_1256703	5IWG	1.698970004
drg_1259436	6XL4	2.397940009
drg_1266945	7ZPG	1.477121255
drg_50000008	4OFR	5.531478917
drg_50000139	5FZ6	4.973589623
drg_50000403	6B56	5.173186268
drg_50001298	7EG0	4.531478917
drg_50001433	3T3Z	3.646403726
drg_50001646	6HIS	0.361727836
drg_50001687	1IH0	1.698970004
drg_50001901	1PBQ	2.934498451
drg_50001904	3WX9	4.604226053
drg_50002214	7F8Y	2.477121255
drg_50003171	8EF6	2.113943352
drg_50003259	7FMY	4.278753601
drg_50003457	6X10	0.8750612634
drg_50003573	7S0F	0.7242758696
drg_50003635	5TZO	0.4913616938
drg_50005609	3NT1	2.544068044
drg_50006224	1ISS	5.84509804
drg_50006871	8DD2	2.113943352
drg_50007258	6USU	0.8692317197
drg_50008323	3CFL	4.079181246
drg_50008416	7FD9	3.892094603
drg_50008764	1ZWP	4.770852012
drg_50009202	6GUK	2.041392685
drg_50009471	5OH1	4.278753601
drg_50011819	6GUB	4.748188027
drg_50012166	1RTI	4.243038049
drg_50012851	1DIQ	3.69019608
drg_50012866	2VRL	3.69019608
drg_50012869	7M5N	3.69019608
drg_50012870	3E0X	3.69019608
drg_50012872	187L	1.602059991
drg_50013144	1I7Z	3.021189299
drg_50013292	6H5W	0.7781512504
drg_50014896	5OJO	5.51851394
drg_50015609	4FA2	1.919078092
drg_50015641	7CMV	2.611723308
drg_50015651	8E9X	2.951823035
drg_50015667	1FM1	0.6989700043
drg_50015701	7AXD	1.447158031
drg_50015788	3QM4	-0.6989700043
drg_50015789	2JT6	2.8162413
drg_50016146	1G4K	1.716003344
drg_50016307	1XLX	4.255272505
drg_50016488	4OQR	1.477121255
drg_50016938	4L0T	6.301029996
drg_50017545	2YME	3
drg_50018604	3CN0	2
drg_50019407	5YLV	2.004321374
drg_50019799	6BTQ	-0.6989700043
drg_50021015	1G27	1.602059991
drg_50022093	7CHV	4.755874856
drg_50022096	7DV1	5.049218023
drg_50022117	7FPJ	5.380211242
drg_50022261	3GCK	5.050000598
drg_50022273	5N1P	4.633468456
drg_50022279	7FJH	4.431363764
drg_50022487	7W1T	0.7075701761
drg_50024180	2PNC	0.3010299957
drg_50024664	3I8V	5.579783597
drg_50024683	7L28	3.698970004
drg_50024870	2DDY	1.662757832
drg_50025433	5IS0	2
drg_50025484	7CMU	2.447158031
drg_50025655	6DCZ	4.707570176
drg_50025917	6LFE	1.255272505
drg_50026601	1HT5	5.322219295
drg_50026602	1Q4G	1.505149978
drg_50026932	6OCI	3.354108439
drg_50027792	6W1M	4.431363764
drg_50027827	2PCP	2.77815125
drg_50028309	6UHY	5.269512944
drg_50028589	1YZ3	4
drg_50029778	3OWX	0.903089987
drg_50029879	3B7U	0.8512583487
drg_50030587	6NNE	5.477121255
drg_50031236	2X90	0.6334684556
drg_50031420	7F8Y	-0.09691001301
drg_50031522	4ZJS	-1
drg_50031532	4MS4	1.77815125
drg_50032217	6X3W	4
drg_50032604	1DY4	1.230448921
drg_50032822	5FCW	2.255272505
drg_50033255	4PE5	3
drg_50033485	7X5R	1.361727836
drg_50033663	3BPX	6
drg_50035427	7NZY	1.322219295
drg_50035847	1ZDP	3.255272505
drg_50036138	5JL6	2.477121255
drg_50036219	1Z9G	2.322219295
drg_50036349	3DJF	1.397940009
drg_50039207	1PD9	2.301029996
drg_50039308	6DK1	3.322219295
drg_50039312	7CTY	4.041392685
drg_50039350	1HPZ	2.698970004
drg_50039835	6C6N	1.84509804
drg_50040117	5SXN	3.672097858
drg_50040851	4PWG	5
drg_50040854	4PWF	5
drg_50041508	6M8E	4.789580712
drg_50041871	2Q72	2.477121255
drg_50043019	6PCD	5.334453751
drg_50043032	4J63	6
drg_50043035	4J61	6
drg_50043037	6R6A	6
drg_50043052	3KFG	5.825426118
drg_50043092	4EA0	1.204119983
drg_50043311	7AT5	4.301029996
drg_50043471	3ACX	-2.397940009
drg_50043473	3NYA	3.62324929
drg_50043595	4LL5	3.73239376
drg_50045028	1DB5	2.181843588
drg_50045065	5WZS	1.230448921
drg_50045080	6PWH	0.84509804
drg_50045086	5WZV	0.7781512504
drg_50045332	4YAY	0.5797835966
drg_50045349	1P1N	5
drg_50045778	6HLL	-0.3010299957
drg_50046150	1BOZ	1.447158031
drg_50046172	1LY4	1.322219295
drg_50046215	1RT2	0.7781512504
drg_50047180	1VJ3	2.230448921
drg_50048305	1V5Y	5
drg_50049897	4MS4	1.176091259
drg_50049904	6UO8	-1.795880017
drg_50049958	4MR8	4.431363764
drg_50050785	5RSU	5
drg_50053219	4EWQ	2.77815125
drg_50053772	1LY3	1.939519253
drg_50053802	3T5U	4.681241237
drg_50055033	5H25	3.755874856
drg_50055840	1RR8	3.011993115
drg_50056379	1IKX	1.643452676
drg_50056381	1IKX	1.342422681
drg_50056514	6RZ4	0
drg_50056737	7FLC	1.698970004
drg_50057972	1EVE	0.7242758696
drg_50058186	5UOW	4
drg_50058472	2HMO	0.6020599913
drg_50058482	4BP3	1.556302501
drg_50058486	4GBL	3.69019608
drg_50058972	7JFR	5.903089987
drg_50059652	1LEV	3.431363764
drg_50060335	7SAC	3.519827994
drg_50060673	1T8I	3.146128036
drg_50060988	3MCV	3.763427994
drg_50065288	5AYF	2.146128036
drg_50065308	2WEL	5.837588438
drg_50067577	2X7F	1.672097858
drg_50068394	5VJG	4.534026106
drg_50068398	4M1E	5.047274867
drg_50068530	4D06	5
drg_50069522	6PT0	0.9493900066
drg_50070304	1YL8	5.698970004
drg_50070308	3NFZ	5.698970004
drg_50070344	5TU4	5.698970004
drg_50071132	5NYA	3.301029996
drg_50071772	4QIM	0.6989700043
drg_50071939	3FUD	6.032215703
drg_50071942	3FUE	6
drg_50071943	3FU0	6.565020928
drg_50071944	3FUI	2.315970345
drg_50071945	3FUK	6.173477643
drg_50071946	3FUN	2.276461804
drg_50071947	3FUM	5.305351369
drg_50071948	5IXE	6.301029996
drg_50071950	8AYS	6.159266331
drg_50071952	3FU5	4.589949601
drg_50071953	3FU6	5.025305865
drg_50071955	3FTX	5.392696953
drg_50071956	3FTW	6.2219356
drg_50071980	3JSW	1.819543936
drg_50071988	3JSI	0.3222192947
drg_50073012	1Q5K	2.017033339
drg_50073447	2Y0J	4
drg_50073455	3FCO	1.716003344
drg_50073635	6IIU	1.886490725
drg_50073825	3TE7	3.505149978
drg_50074272	3Q92	1.079181246
drg_50074477	7CCV	4.819543936
drg_50074562	4GRQ	3.113943352
drg_50074564	3G4I	1.342422681
drg_50074566	2QYK	1.462397998
drg_50074744	7NI5	1.146128036
drg_50075191	2X38	2.113943352
drg_50076138	3RD9	2.769377326
drg_50076192	4JPS	0.6989700043
drg_50076560	7SAD	3.639486489
drg_50076814	4FDH	2.832508913
drg_50077069	4KYA	1.556302501
drg_50077070	4KY4	1.361727836
drg_50077102	4UFU	1
drg_50077104	4UFY	1.544068044
drg_50077114	3UH4	0.982271233
drg_50078161	7A53	4.869999859
drg_50078184	5AE8	2
drg_50078549	3FPM	3.505149978
drg_50078789	4A7C	4
drg_50079070	3WAB	0.531478917
drg_50079603	4ZUD	0.9084850189
drg_50080366	3WK4	3.86923172
drg_50080367	3WK5	4.176091259
drg_50080368	3WK6	3.799340549
drg_50080369	3WK7	5.103803721
drg_50080370	3WK8	4.69019608
drg_50080371	3WK9	4.84509804
drg_50080373	3WKB	4.785329835
drg_50080374	3WKC	5.290034611
drg_50080375	3WKD	5.23299611
drg_50080484	6USN	1.819543936
drg_50081493	4O05	1.86332286
drg_50081498	4O07	2.155336037
drg_50081500	4O09	2.346352974
drg_50081501	4O0B	1.380211242
drg_50081512	4NH8	1.477121255
drg_50082208	3L2W	1.447158031
drg_50082587	5D0C	3.780317312
drg_50082750	6G4M	3.146128036
drg_50082754	5DVV	1.113943352
drg_50082755	5DVS	0.7781512504
drg_50082758	5DWE	1.278753601
drg_50082766	5DWG	1.204119983
drg_50082769	5DWI	0.7781512504
drg_50082773	5DWJ	2.1430148
drg_50082999	2XJX	2.544068044
drg_50083269	4LP0	1
drg_50083768	3OMV	0.9542425094
drg_50084224	5UW6	1.73239376
drg_50084966	1MVT	1.51851394
drg_50085200	4M7B	1.079181246
drg_50085206	3UA9	2.117271296
drg_50085351	3KKU	2.903089987
drg_50085934	4HOE	1.556302501
drg_50086011	2NP5	3.826074803
drg_50086188	8AGI	0.6989700043
drg_50086190	2JEW	2.653212514
drg_50086193	4P10	0.903089987
drg_50087081	4MRF	7.431363764
drg_50087082	4MRG	6.826074803
drg_50087083	5SDD	7.149219113
drg_50087084	4NP3	6.544068044
drg_50087317	4OHP	1.544068044
drg_50087679	4OHO	1.653212514
drg_50087682	4OHO	1.230448921
drg_50087700	4OHM	1.447158031
drg_50088886	2AB2	1.041392685
drg_50088887	5MWY	2.387389826
drg_50089896	4MBC	2.602059991
drg_50089908	4MB9	1
drg_50090464	1HYB	3.397940009
drg_50091482	4EA1	3.653212514
drg_50092037	1DF1	2.204119983
drg_50092326	4QM0	2.113943352
drg_50092593	1UV5	3.176091259
drg_50092977	1DCY	4.133538908
drg_50093136	4ZJ8	1.748188027
drg_50093275	4ACU	1.491361694
drg_50093281	4YBI	2.380211242
drg_50093283	6JSG	1.255272505
drg_50093308	4X7I	1.301029996
drg_50093329	6OD6	1.278753601
drg_50093916	1LJT	4.158663981
drg_50094196	4XZH	1.397940009
drg_50094214	2PDG	0.7558748557
drg_50094309	5L7I	1.361727836
drg_50095099	5U16	3.9882021
drg_50095101	3S78	4.301029996
drg_50095105	2PIR	4.301029996
drg_50095690	3ZRC	3.612783857
drg_50095692	4B9K	2.954242509
drg_50095819	6WK8	4.744292983
drg_50095875	3F3U	3.973589623
drg_50095879	3LFB	3.672097858
drg_50095880	3LFF	3.962369336
drg_50095978	4CSJ	1.146128036
drg_50096063	1ZX1	2.949390007
drg_50096072	1OO6	4.176091259
drg_50096329	4BBX	1.77815125
drg_50096671	4PCE	3.84509804
drg_50096672	4PCI	3.875061263
drg_50096704	4PRJ	2.36361198
drg_50096705	4PPB	2.238046103
drg_50096933	5IRV	4.361727836
drg_50097131	4PUZ	0.8864907252
drg_50097242	5C26	1.431363764
drg_50097315	4PZW	2.041392685
drg_50097320	4PZX	3
drg_50098805	3GM0	5.237166583
drg_50098806	3GM0	4.482873584
drg_50099048	8BT8	6
drg_50100201	1N5S	4.342422681
drg_50100245	6WQN	5
drg_50100247	5NZ0	4.380211242
drg_50100689	5SWR	4.641474111
drg_50101065	4A87	3.230448921
drg_50101342	6Q8P	1.255272505
drg_50101347	4UIU	2.322219295
drg_50102749	4Q6R	2.322219295
drg_50102775	4QOM	3.602059991
drg_50102781	3NSQ	4.477121255
drg_50102809	2HMM	4.477121255
drg_50102993	1LHW	7.152288344
drg_50103575	4CMU	1.146128036
drg_50103591	4CTC	0.7634279936
drg_50103598	4CTB	1.653212514
drg_50103680	4CNH	1.977723605
drg_50103685	4CMO	1.204119983
drg_50104160	7VOD	0.2304489214
drg_50104394	4NTJ	0.9542425094
drg_50104441	3FMZ	1.949390007
drg_50104452	4O9S	1.77815125
drg_50104465	4PSQ	2.643452676
drg_50104584	3WS8	2.322219295
drg_50104585	3WS9	1.963787827
drg_50104733	4UHG	5.237292338
drg_50104753	5NVE	3.322219295
drg_50105357	5X6Q	1.568201724
drg_50105887	6LYA	5
drg_50106029	7M8V	-0.6989700043
drg_50106330	5T5J	5.021189299
drg_50106331	1CEB	4.079181246
drg_50106342	4CIK	2.977723605
drg_50106840	5MMA	2.851258349
drg_50107485	7KK6	0.7781512504
drg_50107486	4OPX	3.389166084
drg_50107487	4OPX	3.184691431
drg_50107507	4OQA	2.876794976
drg_50107513	4OQB	3.315970345
drg_50108339	3DHK	1.079181246
drg_50108733	4P1R	0.6127838567
drg_50108743	4P0N	0.3424226808
drg_50108744	4P0N	0.531478917
drg_50108745	4P0N	-0.09691001301
drg_50108971	6UL7	4.558708571
drg_50109476	4BZN	4
drg_50109624	4BZO	1.113943352
drg_50110074	4O6E	1.204119983
drg_50111864	4LPH	2.301029996
drg_50111903	4PMT	2.998695158
drg_50112493	4PQN	1.740362689
drg_50113439	5Y86	5.397940009
drg_50113809	1KZ8	3.462397998
drg_50113828	4LV9	5.875061263
drg_50115794	2WIP	0.4771212547
drg_50116315	3NUX	3.156851901
drg_50116411	6X3V	4.698970004
drg_50116704	6JPB	2
drg_50118455	6OCK	0.278753601
drg_50118636	4UI6	4.591064607
drg_50118651	4PNM	2.602059991
drg_50118653	5C87	4.198657087
drg_50119249	4DO3	4.120573931
drg_50119926	7D9S	4.503790683
drg_50120858	2FV5	2.544068044
drg_50120869	3SFE	4.164352856
drg_50122730	1HYT	3.204119983
drg_50124297	5U6X	2.698970004
drg_50124434	1X7B	0.5682017241
drg_50127062	2BRK	1.414973348
drg_50127153	2JC0	2.477121255
drg_50130213	6R67	4.278753601
drg_50130223	4IS9	1.698970004
drg_50130243	4IS9	1.477121255
drg_50130280	1ZXC	1.079181246
drg_50130324	4X6S	4.812913357
drg_50132402	4C1I	4.204119983
drg_50132786	2AUX	1.255272505
drg_50132790	2AUZ	4.113943352
drg_50133703	2FHY	3.531478917
drg_50133737	4EA3	4
drg_50133975	2GIQ	1
drg_50134447	3R94	4.643452676
drg_50134448	3N8W	3.301029996
drg_50136022	2GDO	-0.4948500217
drg_50136278	4O7E	1.361727836
drg_50136673	2GC8	5
drg_50136743	5YP2	1.963787827
drg_50136809	4TLL	0.9542425094
drg_50136831	1B9V	1.681241237
drg_50137668	2H02	2.505149978
drg_50137768	2GU8	0.414973348
drg_50139461	3FF6	1.579783597
drg_50139475	2HXL	1.079181246
drg_50139495	2HXQ	2.146128036
drg_50139864	1ZVX	1.897627091
drg_50140855	5O12	3.342422681
drg_50141034	2KO7	3.643452676
drg_50141090	4IIZ	4
drg_50142073	1FOJ	3.457881897
drg_50142246	7WFR	3.828659897
drg_50145426	2VA7	1.903089987
drg_50145430	4FS4	2.770852012
drg_50145446	3WB4	4.531478917
drg_50145460	2VA5	5.113943352
drg_50145672	2VA7	2.806179974
drg_50147171	2OW9	1.707570176
drg_50147265	2IO6	1.255272505
drg_50147295	2IN6	2.612783857
drg_50147856	4YUY	6.301029996
drg_50147951	6JEN	2.84509804
drg_50148104	2X8D	2.903089987
drg_50148346	2VT5	3.204119983
drg_50148476	6OCJ	2.748188027
drg_50149194	5V0V	4.012837225
drg_50149392	4H76	2.301029996
drg_50150863	5WH6	1.255272505
drg_50151758	4A7G	4
drg_50151924	4Q24	4.230448921
drg_50152087	3F8S	1.113943352
drg_50153055	3G42	3.833784375
drg_50153159	5AM1	4
drg_50154061	3F17	1.531478917
drg_50154097	5QDB	1.431363764
drg_50155969	6ENM	1.973127854
drg_50155993	6EOX	2.86332286
drg_50156274	3K5K	1.301029996
drg_50156275	3FPD	0.2304489214
drg_50156283	5TUZ	0.2041199827
drg_50156422	3KN0	2.397940009
drg_50156525	2WO8	4.991226076
drg_50156583	3IGB	4.579783597
drg_50156758	4OR2	0.7075701761
drg_50156935	5PZU	1
drg_50156955	3KBZ	2.093421685
drg_50156963	3A29	1.113943352
drg_50157428	3INH	1.602059991
drg_50157432	3IND	3.184691431
drg_50157479	3INE	3.604226053
drg_50157516	3INF	1.602059991
drg_50158248	5Q05	1.77815125
drg_50158277	5PZT	2.176091259
drg_50158278	2WBD	2
drg_50158287	5Q04	2.361727836
drg_50158362	3KEC	1.763427994
drg_50158661	2WWJ	4.51851394
drg_50159958	3KC0	1.079181246
drg_50159964	3KC1	0
drg_50160818	3L9L	2.477121255
drg_50160994	3EN4	1.255272505
drg_50161004	3LFS	2
drg_50161005	3LAU	4.477121255
drg_50161173	1RMZ	0.6812412374
drg_50161546	3IN3	1.77815125
drg_50161549	3LHG	1.301029996
drg_50161550	3LHG	1.698970004
drg_50161718	4U6E	5.342422681
drg_50161787	6MGQ	4.662757832
drg_50161812	4PVB	4.568201724
drg_50161815	2GTX	4.875061263
drg_50161909	7X8H	5.56937391
drg_50162533	5SGU	2.963315511
drg_50162640	5MG5	4.561935763
drg_50164029	5SX8	3.301029996
drg_50164031	4N4W	1.397940009
drg_50164049	5SX9	2.041392685
drg_50164051	2EUP	2.77815125
drg_50164098	6O1H	3.681241237
drg_50164883	3MSK	4.414973348
drg_50164892	2WD7	5.863917377
drg_50164899	3S2O	3.949390007
drg_50164922	3MSJ	5.886490725
drg_50164943	3MSL	3.84509804
drg_50164979	2YEX	-1
drg_50165017	2X8E	1.146128036
drg_50165149	3NCZ	1.176091259
