ids	Ligand	Target	Y
4URK	C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4URK.pdb	1.602059991
2D0E	OC1=CC(=O)c2ccccc2C1=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2D0E.pdb	3.748188027
2EI1	Oc1ccc2ccccc2c1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2EI1.pdb	3.401400541
4Q9Z	CC1N2C(COc3cc(C)c(NC4CNC4)cc23)=NNC1=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Q9Z.pdb	3.612783857
4Q9Z	C[C@H]1N2C(COc3cc(C)c(NC4CNC4)cc23)=NNC1=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Q9Z.pdb	3.707570176
5M8U	Oc1ccc(Br)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5M8U.pdb	5
1HLD	OCc1ccc(Br)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1HLD.pdb	5
7M1J	Oc1c(Br)cccc1Br	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7M1J.pdb	5
2A9W	Oc1ccccc1Br	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2A9W.pdb	5
4Q9S	O=C1CN2C(COc3ccccc23)=NN1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Q9S.pdb	5.656098202
7LZO	Oc1ccc(Br)cc1Br	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7LZO.pdb	4.531478917
5MAA	Oc1cccc(Br)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5MAA.pdb	5
6RKU	O=c1ccc2ncc(=O)n3[C@H](CN4CCC(CC4)NCc4cc5CCCOc5cn4)Cn1c23	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6RKU.pdb	6.146128036
5T6K	Nc1nc(c(s1)-c1ccc2ncccc2n1)-c1cccc(Cl)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5T6K.pdb	1
7E9G	CCCCn1ccc(N2CCC(CC2)c2ccccc2)c(Cl)c1=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7E9G.pdb	1.832508913
6DL9	OC(=O)C(=O)CC(=O)c1c(Cl)cccc1Cl	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6DL9.pdb	5
1X7E	Oc1ccc(cc1)-c1cc2cc(O)cc(CC#N)c2o1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1X7E.pdb	3.061452479
1X76	Oc1ccc(cc1)-c1cc2cc(O)cc(C#N)c2o1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1X76.pdb	1.662757832
1U9E	Oc1ccc(cc1)-c1cc2cc(O)ccc2o1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1U9E.pdb	2.245512668
4BCR	Cc1cccc(Nc2cc(Cl)nc(SCC(O)=O)n2)c1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4BCR.pdb	4.559906625
1TOW	OC(=O)CCCn1c2ccccc2c2ccccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1TOW.pdb	5
5AP3	COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2n(C)c(=O)n(C3CCCC3)c2n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5AP3.pdb	1.544068044
1U3R	Oc1ccc2nc(oc2c1)-c1cccc2c(O)cccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1U3R.pdb	0.698970004
1U3S	Oc1ccc2c(noc2c1)-c1ccc2cc(O)ccc2c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1U3S.pdb	0.146128036
4PYV	CC(C)(C)OC(=O)N[C@@H]1CNC[C@@H](C1)C(=O)N(Cc1cccc(Cl)c1Cl)C1CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4PYV.pdb	2.301029996
4IJU	OC12CCC(CC1)(C2)c1nnc2c(Oc3ccccc3F)cccn12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4IJU.pdb	0.707570176
4IJW	Clc1ccc(cc1)C1(CC1)c1nnc2c(cccn12)C1CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4IJW.pdb	0.204119983
5ZO7	COc1ccc(cc1)C1(SC[C@H](N)C(O)=O)c2ccccc2CCc2ccccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5ZO7.pdb	1.146128036
5ZO8	COc1ccc(cc1)C(SC[C@H](N)C(O)=O)(c1ccccc1)c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5ZO8.pdb	2.220108088
6HKY	CON(C)C(=O)N1N=C(S[C@@]1(CCCN)c1ccccc1)c1cc(F)ccc1F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6HKY.pdb	1.255272505
5WCM	NS(=O)(=O)c1ccc(cc1)[N+]([O-])=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5WCM.pdb	2.602059991
4AN0	O=C(CCCc1ccccc1)N1CCC[C@H]1C(=O)N1CCC[C@H]1C#N	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4AN0.pdb	-0.698970004
4OBZ	COc1ccc(CC(=O)NC(=N)NCc2ccc(C)cc2)cc1OC	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4OBZ.pdb	4.477121255
1U9W	N#Cc1nc(Nc2ccccc2OCCCn2ccnc2)c2ncn(C3CCCC3)c2n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1U9W.pdb	1.643452676
1U9X	CN1CCN(CCCOc2ccccc2Nc2nc(nc3n(cnc23)C2CCCC2)C#N)CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1U9X.pdb	0.84509804
4NY9	CC(C)[C@@H](NC(=O)CC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4NY9.pdb	0.477121255
4BGG	COc1cc(cc(OC)c1OC)-c1cncc(c1)-c1ccc(cc1)N1CCNCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4BGG.pdb	1.176091259
8DQP	COc1cc2ccc(=O)oc2cc1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/8DQP.pdb	5.22685757
4PY1	COc1ccc(OC)c(Sc2ccc3nnc(-c4cnn(C)c4)n3n2)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4PY1.pdb	2.587710965
1XOG	COC(=O)[C@@H]1C[C@@H](O[C@H]1[C@H](CC(C)C)NC(C)=O)C(O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1XOG.pdb	2.982271233
1XOE	COC(=O)[C@@H]1C[C@@H](N[C@H]1[C@H](CC(C)C)NC(C)=O)C(O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1XOE.pdb	1.748188027
4QL8	CO[C@H]1[C@@H]2[C@@H](O)CCN2N=C1c1ccc(C#N)c(Cl)c1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4QL8.pdb	-0.15490196
2QZO	Oc1ccc(-c2nn(CC=C)c3c(cccc23)C(F)(F)F)c(O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2QZO.pdb	3.113943352
2QA6	Oc1ccc(-c2n[nH]c3cc(O)ccc23)c(O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2QA6.pdb	1.681241237
7C2Z	Oc1ccc(cc1O)-c1cc(=O)c2ccc(O)c(O)c2o1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7C2Z.pdb	2.301029996
4HLM	Oc1ccc(cc1O)-c1cc(=O)c2ccccc2o1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4HLM.pdb	4.602059991
4HLF	Oc1ccc2c(c1)oc(cc2=O)-c1ccc(O)c(O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4HLF.pdb	4.602059991
4U44	N(c1ccncc1)c1ncnn2cc(cc12)-c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4U44.pdb	0.903089987
6L50	O=C1CSC(=S)N1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6L50.pdb	4.72427587
6TCA	CCCc1c(cnn1-c1ccccc1)C(=O)Nc1cc(ccc1C)S(=O)(=O)N(C)C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6TCA.pdb	3.176091259
5CEO	FC1(F)CCN(C1)c1cc(cc(Nc2cc(ccn2)C#N)n1)C1CCN(CC1)C1COC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5CEO.pdb	1.477121255
4W8E	Cc1nc(no1)[C@H]1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4W8E.pdb	3.974511693
4UZH	Fc1ccccc1C1c2c[nH]nc2NC2=C1C(=O)CNC2	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4UZH.pdb	4.301029996
5NLX	Nc1nc(NCCc2ccc(O)cc2)nc2nc(nn12)-c1ccco1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5NLX.pdb	1.51851394
1TOM	COc1cc2CCN3C(=O)C4C(C5c6ccccc6C4c4ccccc54)C3(O)c2cc1OC	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1TOM.pdb	3.213517757
6TP6	C[C@@H]1CC[C@@H](COc2ccc(F)cn2)CN1C(=O)c1cc(C)ccc1-c1ncccn1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6TP6.pdb	1.230448921
4WRS	Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC44CC4)n3)c2c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4WRS.pdb	3.568201724
4WRS	Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC44CC4)n3)c2c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4WRS.pdb	0.477121255
4XKX	NC1=N[C@@]2(CO1)c1cc(ccc1Oc1cnc(cc21)-c1ccnc(F)c1)-c1cccnc1F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4XKX.pdb	2.819543936
6FFI	COc1cccc(c1)C#Cc1cccc(C)n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6FFI.pdb	0.903089987
3PPM	O=C(CCCCCCc1ccccc1)c1nnc(o1)-c1ccccn1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3PPM.pdb	0
7PJB	OC(=O)C[C@H]1CCCN1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7PJB.pdb	5.379999472
7WXX	OC(=O)C[C@@H]1CCCN1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7WXX.pdb	5.609999704
4NNS	CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(O)(=O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4NNS.pdb	3.897627091
4NNT	CC(C)c1cc(C(C)C)c(C(O)=O)c(c1)C(C)C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4NNT.pdb	3.602059991
4A9S	NC(=O)c1ccc2nc([nH]c2c1)-c1ccc(Oc2cccc(O)c2)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4A9S.pdb	1.785329835
3C4F	COc1cccc(Cc2c[nH]c3ncccc23)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3C4F.pdb	3.278753601
4Y2Y	Cc1ccc(CNCCc2ccccc2F)s1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Y2Y.pdb	3.954242509
4Y2X	Oc1ccccc1CNCCC12CC3CC(CC(C3)C1)C2	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Y2X.pdb	2.707570176
4Y2V	OC(=O)Cn1cc(Br)c(n1)C1CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Y2V.pdb	4.959041392
4Y2U	CC(C)(C)OC(=O)NC1CNc2ccccc2C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Y2U.pdb	5.763427994
4Y2T	OCCCc1ccc(OCc2ccccc2)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Y2T.pdb	5.176091259
4Y2S	Oc1cnn(c1)-c1cccc(c1)C(F)(F)F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Y2S.pdb	4.716003344
4Y2Q	FC(F)(F)c1cccnc1N1CCNCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Y2Q.pdb	6.079181246
4Y2P	CNCc1cccc(c1)-c1cccnc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Y2P.pdb	6.342422681
4Y2J	Cn1ccc(CNCCc2ccccc2)n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Y2J.pdb	5.903089987
4Y2B	CCn1c(NC(C)C)nc2c(csc2c1=O)-c1cccnc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4Y2B.pdb	0.643452677
1YW2	CCOCn1oc(=O)c(c1-c1ccnc(Oc2ccccc2O)n1)-c1ccc(F)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1YW2.pdb	2.662757832
1ZAF	Oc1ccc(cc1)C1=C(Br)c2ccc(O)cc2C1=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1ZAF.pdb	1.301029996
3S7S	C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3S7S.pdb	2.954242509
5CTB	Cc1cc2OC3(CCN(CC3)C(=O)c3cc(C)c4[nH]ncc4c3)CC(=O)c2cc1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5CTB.pdb	1.397940009
6IIK	Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6IIK.pdb	3.602059991
1YY4	Oc1ccc(cc1)-c1ccc2c(Cl)c(O)ccc2c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1YY4.pdb	0.401400541
1YYE	Oc1ccc2cc(cc(C#N)c2c1)-c1ccc(O)c(F)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1YYE.pdb	2.322219295
4QR5	O=C(Nc1cc(cc(c1)S(=O)(=O)NC1CCCC1)-c1csc(=O)[nH]1)C1CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4QR5.pdb	1.77815125
5DFC	CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5DFC.pdb	2.897627091
4HXN	Fc1ccccc1-c1csc(=O)[nH]1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4HXN.pdb	5
4HXR	O=c1[nH]c(cs1)-c1cccc(NS(=O)(=O)c2cccs2)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4HXR.pdb	3.612783857
4QR3	O=c1[nH]c(cs1)-c1cccc(c1)S(=O)(=O)NC1CCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4QR3.pdb	3.146128036
4QR4	Clc1ccc(cc1S(=O)(=O)NC1CCCC1)-c1csc(=O)[nH]1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4QR4.pdb	2.397940009
4JGD	CC(=O)c1sc(Nc2ccc3ccccc3c2)nc1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4JGD.pdb	2.749736316
2VBA	CC(=O)c1sc(Nc2ccccc2)nc1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2VBA.pdb	4
4AMI	CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4AMI.pdb	1.698970004
4J36	OC(=O)[C@H]1C[C@@H]1C(=O)c1ccc(Cl)c(Cl)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4J36.pdb	1.301029996
3WZK	O=C(NC1CC1)c1ccc(cc1)-c1cnc2c(NCc3cccs3)nccn12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3WZK.pdb	1.763427994
3WZJ	O=C(NC1CC1)c1ccc(cc1)-c1cnc2c(NCC3CCOCC3)cc(NC3CCCCC3)nn12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3WZJ.pdb	0.819543936
1V79	C[C@H](O)[C@@H](CCc1cccc(Cl)c1Cl)n1cnc(c1)C(N)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1V79.pdb	1.176091259
1NDY	NC(=O)c1cn(cn1)C(CO)CCc1cccc2ccccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1NDY.pdb	2.755874856
2E1W	C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(c1)C(N)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2E1W.pdb	1.204119983
5BNJ	Cn1cc(cn1)-c1ccc(cc1)-c1cncc(Cl)c1N1CCC2(CCNC2=O)CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5BNJ.pdb	4
4OYQ	S=C=NCCCCCCc1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4OYQ.pdb	3.62324929
4PTG	COc1nc(ncc1C(N)=O)-c1ccnc(NC(=O)C2CC2)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4PTG.pdb	0.770852012
4PTE	O=C(Nc1cc(ccn1)-c1ccc2ccncc2c1)C1CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4PTE.pdb	1.86923172
4PTC	COc1nc(sc1C(N)=O)-c1ccnc(NC(=O)C2CC2)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4PTC.pdb	0.041392685
3OKV	CCc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2cc1OS(N)(=O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3OKV.pdb	3.255272505
2X7U	COc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1OS(N)(=O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2X7U.pdb	1.531478917
3OIM	CCc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1OS(N)(=O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3OIM.pdb	3
3V35	CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+]([O-])=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3V35.pdb	3.914871818
2XN3	Cc1cccc(Nc2ccccc2C(O)=O)c1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2XN3.pdb	4.886490725
3SMQ	O=C(NCCC1=CCCCC1)Nc1ccc2nnsc2c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3SMQ.pdb	3.204119983
4JLG	Fc1cc(cc2CCNCc12)S(=O)(=O)N[C@H](Cc1cccc(c1)C(F)(F)F)C(=O)N1CCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4JLG.pdb	0.301029996
6I8Y	COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6I8Y.pdb	0.51851394
4AC3	COc1cc(OC)c(cc1NC(C)=O)S(=O)(=O)NCc1ccccc1N1CCCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4AC3.pdb	5.301029996
4AA7	COc1cc(OC)c(cc1NC(C)=O)S(=O)(=O)N1[C@H](C)Cc2ccccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4AA7.pdb	3.301029996
6R68	CC(C(O)=O)c1ccc(c(F)c1)-c1cc(Cl)cc(Cl)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6R68.pdb	4.973127854
6R6I	OC(=O)C1(CC1)c1ccc(c(F)c1)-c1ccc(Cl)c(Cl)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6R6I.pdb	4.612783857
1ZGV	CCCCNc1cc(C)nc2nc(Nc3cc(Cl)ccc3C)nn12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1ZGV.pdb	3
4WPN	CC(C)CCn1c(CN2CCC(CC2)C(N)=O)nc2n(C)c(=O)n(C)c(=O)c12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4WPN.pdb	2.322219295
4X4L	CCOC(=O)CSc1nc2c3ccccc3sc2c(=O)n1CCCN1CCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4X4L.pdb	3.662757832
4X0T	CCN(CC)c1ccc(C=O)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4X0T.pdb	1.755874856
7W2H	Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7W2H.pdb	4
1ZZ2	Oc1ccccc1CNC1CCN(CC1)S(=O)(=O)Nc1cccc(Oc2ccc(F)cc2)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1ZZ2.pdb	3.77815125
1ZYJ	O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1ZYJ.pdb	3.176091259
2ATI	COc1ccc(O)cc1NC(=O)NC(=O)c1ccc(F)cc1Cl	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2ATI.pdb	1.361727836
4X2L	C[C@]1(CCSC(N)=N1)c1ccc(F)cc1F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4X2L.pdb	4.556302501
4XYF	COCCOc1cnc2ccc(cc2c1)[C@H](C)c1nnc2c(F)cc(cn12)-c1cc(C)no1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4XYF.pdb	0.698970004
4XMO	COc1cnc2ccc(cc2c1)[C@@](C)(F)c1nnc2c(F)cc(cn12)-c1cc(C)no1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4XMO.pdb	0.477121255
1ZXL	Oc1cc(Cl)ccc1Oc1ccc(NC(=O)N2CCOCC2)cc1Cl	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1ZXL.pdb	2.397940009
1ZXB	CNC(=O)c1ccc(Oc2ccc(Cl)cc2O)c(Cl)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1ZXB.pdb	2.491361694
1ZSN	Oc1cc(Cl)ccc1Oc1ccc(cc1Cl)[N+]([O-])=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1ZSN.pdb	2.255272505
1ZW1	Nc1ccc(Oc2ccc(Cl)cc2O)c(Cl)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1ZW1.pdb	2.556302501
7BL8	Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(cc2)C#N)cn1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7BL8.pdb	2.133538908
2P9A	NNC(=O)c1ccc(o1)-c1ccccc1Cl	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2P9A.pdb	3.816903839
2Q93	COc1ccccc1-c1ccc(o1)C(O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2Q93.pdb	5.301029996
2Q95	OC(=O)c1ccc(o1)-c1ccc(cc1Cl)[N+]([O-])=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2Q95.pdb	3.193124598
2Q92	OC(=O)c1ccc(o1)-c1ccccc1[N+]([O-])=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2Q92.pdb	5.250420002
2EVC	OC(=O)c1ccc(o1)-c1ccccc1C(F)(F)F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2EVC.pdb	5.004321374
2Q96	OC(=O)c1ccc(Cc2ccccc2Cl)o1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2Q96.pdb	5.281033367
2EVM	OC(=O)c1ccc(o1)-c1cc(Cl)ccc1Cl	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2EVM.pdb	5.100370545
2Q94	OC(=O)c1ccc(o1)-c1ccccc1OC(F)(F)F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2Q94.pdb	5.230448921
1HUZ	Brc1cc2c(Nc3cccc(c3)C#C)ncnc2s1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1HUZ.pdb	1.361727836
1WZY	Nc1nn(CC=C)c2nnc(cc12)-c1c(nn2ccccc12)-c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1WZY.pdb	2.748188027
1TVO	Nc1n[nH]c2nnc(cc12)-c1c(nn2ccccc12)-c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1TVO.pdb	3.278753601
1ZP5	CN(CCOc1ccc(cc1)-c1ccc(cc1)C#N)C(=O)NO	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1ZP5.pdb	5.301029996
4DXD	NC(=O)c1c(F)ccc(OCc2nc3cc(Cl)cnc3s2)c1F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4DXD.pdb	1.740362689
7P76	O=C\C=C\c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7P76.pdb	3.836324116
4F1L	NC(=O)c1cccc(NC(=O)\C=C/C(O)=O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4F1L.pdb	4.301029996
4F1Q	NC(=O)c1cccc(NC(=O)\C=C\C(O)=O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4F1Q.pdb	4.301029996
7YYC	OC(=O)Cn1ccc2ccccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7YYC.pdb	4.903957709
2OOZ	Oc1ccc(CN=O)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2OOZ.pdb	6
7FKN	CC(=O)c1ccc(O)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7FKN.pdb	5.274157849
1Z42	Oc1ccc(C=O)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1Z42.pdb	4.392696953
1IUU	Nc1ccc(cc1)C(O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1IUU.pdb	6
4D2R	COc1cc(OC2CCN(C)CC2)ccc1Nc1nccc(n1)-c1c[nH]c2cnccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4D2R.pdb	1.301029996
4XRZ	NC1=N[C@]2(CO[C@H](C[C@H]2CS1)c1cn[nH]c1)c1ccc(F)cc1F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4XRZ.pdb	2.777426822
5XF5	N[C@@H]([C@@H](N)c1ccccc1)c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5XF5.pdb	4.875061263
1N1M	CC(C)[C@H](N)C(=O)N1CCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1N1M.pdb	3.477121255
5XF3	N[C@@H]([C@H](N)c1ccccc1)c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5XF3.pdb	4.653212514
5AJX	Cc1noc(C)c1Cn1cc(C#N)c2cc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5AJX.pdb	2.201397124
5AK0	Cn1cc(cn1)-c1cn(C)c2ccc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)cc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5AK0.pdb	2.912753304
5AJZ	NCC(=O)Nc1ccc(Oc2ccc3[nH]cc(C#N)c3c2)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5AJZ.pdb	3.303196057
