Drug_ID	Drug
drg_50237425	COC1=CC(=O)C=CC1=O
drg_50237893	N[C@@H](CC(=O)N1C[C@@H](CO)[C@@H](C1)c1ccc(Cl)cc1)Cc1ccc(Cl)cc1
drg_50237894	N[C@@H](CC(=O)N1C[C@H](CO)[C@H](C1)c1ccc(Cl)cc1)Cc1ccc(Cl)cc1
drg_50237895	Fc1ccc(CC(=O)Nc2ccc3[nH]cc(C4CCNCC4)c3c2)cc1
drg_50238232	CC(C)(N)CNc1nc(nc2cnccc12)-c1ccc2[nH]ncc2c1
drg_50238474	Fc1ccc2c3CN(CCc3[nH]c(=O)c2c1)C(=O)CCN1CCCCC1
drg_50238602	OC(=O)c1cc(=O)c2ccccc2o1
drg_50239405	CN(O)C(=O)CCC(c1ccc(C)cc1)P(O)(O)=O
drg_50239411	COc1ccc(cc1)C(CCC(=O)N(C)O)P(O)(O)=O
drg_50239430	COc1ccc(cc1)C(OCC(=O)N(C)O)P(O)(O)=O
drg_50239686	C[C@@H]1CN(C)CC[C@@H]1c1cc2N3[C@H](C)C(=O)NN=C3COc2cc1-c1ccccc1F
drg_50239701	C[C@H]1N2C(COc3cc(-c4ccccc4)c(cc23)N(C)C2(C)CN(C)C2)=NNC1=O
drg_50240352	Oc1cccc2C(=O)C(NCCNc3c4CCCCc4nc4cc(Cl)ccc34)=CC(=O)c12
drg_50240536	OCCC1CCN(CC1)[C@@]1(C(=O)NC(O)=NC1=O)c1ccccc1
drg_50240660	O=S(=O)(N1CCC(CC1)c1ccccc1)c1cccc(n1)-c1ccccc1
drg_50241000	Clc1ccc(NC(=O)c2ccccc2NCc2ccncc2)cc1
drg_50241697	Cc1cc(Cc2ccccc2)n(O)c(=O)c1
drg_50241700	Cc1cc(Cc2ccc(O)cc2)n(O)c(=O)c1
drg_50242240	NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21
drg_50244011	CC(C)(C)c1[nH]cnc1\C=c1/[nH]c(=O)\c(=C\c2ccccc2)[nH]c1=O
drg_50244134	Cc1ccc(cc1)-c1csc2nnc(SCC(=O)Nc3ccc4OCOc4c3)n12
drg_50244143	Cc1ccc(cc1)-c1csc2ncc(C(=O)NCCc3cccc(Cl)c3)n12
drg_50244166	CN1CCN(CC1)C(=O)Nc1ccc2CCCC(NC(=O)c3ccccc3)c2c1
drg_50244169	CNC(=O)O[C@H]1COc2ccc(cc2[C@@H]1NC(=O)c1ccc(F)cc1)N1CCN(CC1)C1COC1
drg_50244250	COc1ccc(cc1)-c1c(NC(=O)C2CC2)onc1-c1cc(Cl)c(O)cc1O
drg_50244267	COc1ccc(cc1)-c1c(NC(C)=O)onc1-c1cc(Br)c(O)cc1O
drg_50244276	COc1ccc(cc1)-c1c(NC(=O)C2CC2)onc1-c1cc(C(C)C)c(O)cc1O
drg_50244281	CC(C)c1cc(-c2noc(NC(=O)C3CC3)c2-c2ccc(CN3CCOCC3)cc2)c(O)cc1O
drg_50244316	COc1ccc(cc1)-c1c(NC(=O)C(C)C)onc1-c1cc(Cl)c(O)cc1O
drg_50244321	CCC(=O)Nc1onc(c1-c1ccc(OC)cc1)-c1cc(Cl)c(O)cc1O
drg_50244324	COc1ccc(cc1)-c1c(NC(C)=O)onc1-c1cc(Cl)c(O)cc1O
drg_50244338	CC(=O)c1ccc(cc1)N1CCN(CC1)C(=O)CN1CC[C@H](C1)C(=O)Nc1ccc(O)c(Cl)c1
drg_50244403	CC(=O)c1ccc(cc1)N1CCN(CC1)C(=O)CN1CCC(C1)C(=O)Nc1ccc(O)c(Cl)c1
drg_50244517	Cc1noc(C)c1-c1ccc(cc1)-c1nc2cnccn2c1NC(C)(C)C
drg_50244570	Cc1noc(C)c1-c1ccccc1
drg_50244633	Cc1cc(c(C)s1)-c1cc(n[nH]1)C(N)=O
drg_50244754	Cc1ccc(CSc2nc3CCCc3c(=O)[nH]2)cc1
drg_50244907	COc1ccc(cc1OCCF)-c1nc(C(C)Sc2nc(N)cc(N)n2)c(C)s1
drg_50245630	Nc1nc2[nH]c(SCc3ccccc3F)nc2c(=O)[nH]1
drg_50246187	CC(C)(C)COc1ccc2Oc3ccc(cc3[C@@]3(COC(N)=N3)c2c1)-c1cncnc1
drg_50246188	CC1(COC1)C#Cc1cnc2Oc3ccc(cc3[C@@]3(COC(N)=N3)c2c1)-c1cccnc1F
drg_50246273	FS(=O)(=O)Cc1ccccc1
drg_50246371	COc1cccc(n1)-c1cc(F)ccc1[C@H]1Cc2nc(N)nc(C)c2C(=O)N1
drg_50247807	CCn1c(NC2CCCC2)nc2c(csc2c1=O)C#C
drg_50247843	COC1CCN(CC1)c1nccc(Nc2cc3[nH]c(cc3cn2)-c2cn[nH]c2)n1
drg_50247844	COC1CCN(CC1)c1nccc(Nc2cc3n(C(C)C)c(cc3cn2)-c2cn[nH]c2)n1
drg_50247846	COC1CCN(CC1)c1nccc(Nc2cc3n(ccc3cn2)C2CCCC2)n1
drg_50248160	NC1=N[C@@]2(CO1)c1cc(ccc1Oc1c(F)cc(cc21)C1=CCOCC1)-c1cccnc1F
drg_50248546	COc1ccccc1C(=O)Nc1cc2n(C)c(=O)n(C)c2cc1N1CCCCC1
drg_50249214	C[C@@]12CCCO[C@H]1[C@]1(COC(N)=N1)c1cc(ccc1O2)-c1cccnc1F
drg_50249215	C[C@]12CCCO[C@@H]1[C@]1(COC(N)=N1)c1cc(ccc1O2)-c1cccnc1F
drg_50249217	CN1C(N)=N[C@@]2([C@@H]3OCCC[C@@]3(C)Oc3ccc(cc23)-c2cccnc2F)C1=O
drg_50249220	CN1C(N)=N[C@@]2([C@H]3OCCC[C@@H]3Oc3ccc(cc23)-c2cccnc2F)C1=O
drg_50249262	CN1C(N)=N[C@@]2([C@H]3COCC[C@@H]3Oc3ccc(cc23)-c2cccnc2F)C1=O
drg_50249263	Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(cc1Cl)-c1ccnc(c1)N1CCNCC1
drg_50249269	Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(Br)cc1Cl
drg_50249275	CN1CCN(CCCc2cc(Cl)c(c(Cl)c2)S(=O)(=O)Nc2c(C)nn(C)c2C)CC1
drg_50249340	Clc1ccc2oc(cc2c1)C(=O)NC[C@]1(NC(=O)NC1=O)c1nccs1
drg_50249341	Cn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O
drg_50249345	C[C@]1(CNC(=O)COc2ccc(Cl)cc2)NC(=O)NC1=O
drg_50250963	OC(=O)CCC(=O)N1CCc2ccccc12
drg_50251921	CC(=O)NCCc1ccc(O)c(O)c1
drg_50252343	CN1CCN(CC1)c1ccc(cc1)-c1cnc2[nH]c3cnc(cc3c2c1)C#N
drg_50252361	CN1CCN(CC1)c1ccc(cc1)-c1cnc2[nH]c3cnc(cc3c2c1)C(O)=O
drg_50252377	OC(=O)c1ccc(cc1)-c1cncc(n1)-c1cccc(O)c1
drg_50252391	C[C@]1(F)CCC[C@H]1Nc1c(cnn2cccc12)C(N)=O
drg_50252606	CC(C)CN(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(NC2CCN(CC2)S(C)(=O)=O)nc1
drg_50252651	CC(C)(C)OC(=O)N[C@H](C=O)C1CCCCC1
drg_50253884	CC(C)=CCC\C(C)=C/CO
drg_50253919	CC(C)=CCC\C(C)=C\CO
drg_50254007	CC(CCO)CCC=C(C)C
drg_50256496	CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccncc3)cc2)no1
drg_50256616	NCc1csc2ccc(Br)cc12
drg_50256713	OCc1csc2ccccc12
drg_50256725	O=Cc1cc2ccccc2[nH]1
drg_50256755	O=Cc1c[nH]c2ccccc12
drg_50257221	CNCc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12
drg_50257236	Clc1cccc(COc2ccc3c(C=O)cc(=O)oc3c2)c1
drg_50257480	OCCCCCCSc1ccc([N+]([O-])=O)c2nonc12
drg_50257780	CC(C)(C(O)=O)C(O)=O
drg_50258628	OC1=C(Sc2ccccc2Cl)C(=O)OC2(CCc3ccccc23)C1
drg_50258938	COc1cc(NC(=O)Cn2ncc3c2c2ccccc2oc3=O)ccc1Cl
drg_50262602	COc1cc(O)c2c(c1)\C=C\C[C@H](O)[C@H](O)C(=O)\C=C/C[C@H](C)OC2=O
drg_50262673	O=C1NS(=O)(=O)c2ccccc12
drg_50263288	COc1ccc(cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1)C(=O)NCc1ccnc(n1)C#N
drg_50263352	CO[C@H]1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@]23C1
drg_50263456	Fc1cccc(F)c1-c1nc(cs1)C(=O)Nc1cnccc1O[C@H]1CCNC1
drg_50263508	NCC1(CC(O)=O)CCCCC1
drg_50263814	COCCNc1nc2ccc(cc2n1-c1ccnc(N)n1)C#CC1(O)CCCCC1
drg_50263817	CCNc1nc2ccc(cc2n1-c1ncnc(N)n1)C#CC(C)(C)O
drg_50263889	Fc1ccc(cc1)C(=O)Nc1ccc2CCNCc2c1
drg_50264199	Brc1ccc(cc1)C(=O)Nc1ccc2CCNCCc2c1
drg_50264313	OCC#Cc1ccc2ccncc2c1
drg_50264331	C[C@@H]1Cn2ncc(c2CN1c1ccnc2[nH]ccc12)-c1ccc(cc1)S(=O)(=O)N(C)C
drg_50264596	CN(Cc1ccc(cc1)C(O)CO)C(=O)c1ccc(cc1)S(=O)(=O)Nc1ccccc1
drg_50264627	OC(=O)CNC(=O)NC1CCCCC1
drg_50266439	CN[C@@H]1CCc2ccccc12
drg_50268065	OC(=O)[C@@H](NC(=O)Cc1csc(n1)-c1ncc(cc1O)C#N)c1ccccc1
drg_50271202	[O-][N+](=O)c1ccc2[nH]ncc2c1
drg_50271380	Cc1[nH]c(C(=O)N[C@@H]2CCN(C[C@@H]2F)c2ncc(s2)C(O)=O)c(Cl)c1Cl
drg_50273021	CCCCCCP(O)(=O)OCC
drg_50273065	Cc1cccc(n1)-c1nn2CCCc2c1-c1ccc(F)cc1
drg_50274305	Nc1nc2c3c(F)cccc3nc(Cc3ccc4OCOc4c3)n2n1
drg_50274308	Nc1nc2c3ccc(NCCO)cc3nc(Cc3ccc4OCOc4c3)n2n1
drg_50275257	NC(=O)c1cc2cc(ccc2o1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1
drg_50275972	C=CC(=O)Nc1cccnc1
drg_50276253	C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
drg_50276515	OC1=CC(=O)c2ccccc2C1=O
drg_50276516	Oc1ccc2ccccc2c1O
drg_50276691	CC1N2C(COc3cc(C)c(NC4CNC4)cc23)=NNC1=O
drg_50276710	C[C@H]1N2C(COc3cc(C)c(NC4CNC4)cc23)=NNC1=O
drg_50276731	Oc1ccc(Br)cc1
drg_50276745	OCc1ccc(Br)cc1
drg_50276747	Oc1c(Br)cccc1Br
drg_50276750	Oc1ccccc1Br
drg_50276751	O=C1CN2C(COc3ccccc23)=NN1
drg_50276757	Oc1ccc(Br)cc1Br
drg_50276780	Oc1cccc(Br)c1
drg_50277616	O=c1ccc2ncc(=O)n3[C@H](CN4CCC(CC4)NCc4cc5CCCOc5cn4)Cn1c23
drg_50277951	Nc1nc(c(s1)-c1ccc2ncccc2n1)-c1cccc(Cl)c1
drg_50279939	CCCCn1ccc(N2CCC(CC2)c2ccccc2)c(Cl)c1=O
drg_50280568	OC(=O)C(=O)CC(=O)c1c(Cl)cccc1Cl
drg_50280645	Oc1ccc(cc1)-c1cc2cc(O)cc(CC#N)c2o1
drg_50280659	Oc1ccc(cc1)-c1cc2cc(O)cc(C#N)c2o1
drg_50280669	Oc1ccc(cc1)-c1cc2cc(O)ccc2o1
drg_50280963	Cc1cccc(Nc2cc(Cl)nc(SCC(O)=O)n2)c1C
drg_50281096	OC(=O)CCCn1c2ccccc2c2ccccc12
drg_50282350	COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2n(C)c(=O)n(C3CCCC3)c2n1
drg_50283397	Oc1ccc2nc(oc2c1)-c1cccc2c(O)cccc12
drg_50283595	Oc1ccc2c(noc2c1)-c1ccc2cc(O)ccc2c1
drg_50284166	CC(C)(C)OC(=O)N[C@@H]1CNC[C@@H](C1)C(=O)N(Cc1cccc(Cl)c1Cl)C1CC1
drg_50284271	OC12CCC(CC1)(C2)c1nnc2c(Oc3ccccc3F)cccn12
drg_50284274	Clc1ccc(cc1)C1(CC1)c1nnc2c(cccn12)C1CC1
drg_50284926	COc1ccc(cc1)C1(SC[C@H](N)C(O)=O)c2ccccc2CCc2ccccc12
drg_50284930	COc1ccc(cc1)C(SC[C@H](N)C(O)=O)(c1ccccc1)c1ccccc1
drg_50284955	CON(C)C(=O)N1N=C(S[C@@]1(CCCN)c1ccccc1)c1cc(F)ccc1F
drg_50285568	NS(=O)(=O)c1ccc(cc1)[N+]([O-])=O
drg_50286330	O=C(CCCc1ccccc1)N1CCC[C@H]1C(=O)N1CCC[C@H]1C#N
drg_50286593	COc1ccc(CC(=O)NC(=N)NCc2ccc(C)cc2)cc1OC
drg_50286721	N#Cc1nc(Nc2ccccc2OCCCn2ccnc2)c2ncn(C3CCCC3)c2n1
drg_50286724	CN1CCN(CCCOc2ccccc2Nc2nc(nc3n(cnc23)C2CCCC2)C#N)CC1
drg_50287783	CC(C)[C@@H](NC(=O)CC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1
drg_50287830	COc1cc(cc(OC)c1OC)-c1cncc(c1)-c1ccc(cc1)N1CCNCC1
drg_50287952	COc1cc2ccc(=O)oc2cc1O
drg_50288441	COc1ccc(OC)c(Sc2ccc3nnc(-c4cnn(C)c4)n3n2)c1
drg_50288954	COC(=O)[C@@H]1C[C@@H](O[C@H]1[C@H](CC(C)C)NC(C)=O)C(O)=O
drg_50288956	COC(=O)[C@@H]1C[C@@H](N[C@H]1[C@H](CC(C)C)NC(C)=O)C(O)=O
drg_50289153	CO[C@H]1[C@@H]2[C@@H](O)CCN2N=C1c1ccc(C#N)c(Cl)c1C
drg_50289334	Oc1ccc(-c2nn(CC=C)c3c(cccc23)C(F)(F)F)c(O)c1
drg_50289354	Oc1ccc(-c2n[nH]c3cc(O)ccc23)c(O)c1
drg_50289419	Oc1ccc(cc1O)-c1cc(=O)c2ccc(O)c(O)c2o1
drg_50289430	Oc1ccc(cc1O)-c1cc(=O)c2ccccc2o1
drg_50289441	Oc1ccc2c(c1)oc(cc2=O)-c1ccc(O)c(O)c1
drg_50291142	N(c1ccncc1)c1ncnn2cc(cc12)-c1ccccc1
drg_50291611	O=C1CSC(=S)N1
drg_50291665	CCCc1c(cnn1-c1ccccc1)C(=O)Nc1cc(ccc1C)S(=O)(=O)N(C)C
drg_50291752	FC1(F)CCN(C1)c1cc(cc(Nc2cc(ccn2)C#N)n1)C1CCN(CC1)C1COC1
drg_50291826	Cc1nc(no1)[C@H]1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
drg_50292068	Fc1ccccc1C1c2c[nH]nc2NC2=C1C(=O)CNC2
drg_50292917	Nc1nc(NCCc2ccc(O)cc2)nc2nc(nn12)-c1ccco1
drg_50293422	COc1cc2CCN3C(=O)C4C(C5c6ccccc6C4c4ccccc54)C3(O)c2cc1OC
drg_50293660	C[C@@H]1CC[C@@H](COc2ccc(F)cn2)CN1C(=O)c1cc(C)ccc1-c1ncccn1
drg_50294254	Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC44CC4)n3)c2c1
drg_50294261	Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC44CC4)n3)c2c1
drg_50294768	NC1=N[C@@]2(CO1)c1cc(ccc1Oc1cnc(cc21)-c1ccnc(F)c1)-c1cccnc1F
drg_50294831	COc1cccc(c1)C#Cc1cccc(C)n1
drg_50297308	O=C(CCCCCCc1ccccc1)c1nnc(o1)-c1ccccn1
drg_50297794	OC(=O)C[C@H]1CCCN1
drg_50297835	OC(=O)C[C@@H]1CCCN1
drg_50298308	CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(O)(=O)=O
drg_50298309	CC(C)c1cc(C(C)C)c(C(O)=O)c(c1)C(C)C
drg_50301673	NC(=O)c1ccc2nc([nH]c2c1)-c1ccc(Oc2cccc(O)c2)cc1
drg_50301721	COc1cccc(Cc2c[nH]c3ncccc23)c1
drg_50305372	Cc1ccc(CNCCc2ccccc2F)s1
drg_50305373	Oc1ccccc1CNCCC12CC3CC(CC(C3)C1)C2
drg_50305374	OC(=O)Cn1cc(Br)c(n1)C1CC1
drg_50305375	CC(C)(C)OC(=O)NC1CNc2ccccc2C1
drg_50305377	OCCCc1ccc(OCc2ccccc2)cc1
drg_50305378	Oc1cnn(c1)-c1cccc(c1)C(F)(F)F
drg_50305379	FC(F)(F)c1cccnc1N1CCNCC1
drg_50305380	CNCc1cccc(c1)-c1cccnc1
drg_50305381	Cn1ccc(CNCCc2ccccc2)n1
drg_50305938	CCn1c(NC(C)C)nc2c(csc2c1=O)-c1cccnc1
drg_50306071	CCOCn1oc(=O)c(c1-c1ccnc(Oc2ccccc2O)n1)-c1ccc(F)cc1
drg_50307770	Oc1ccc(cc1)C1=C(Br)c2ccc(O)cc2C1=O
drg_50309131	C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
drg_50309143	Cc1cc2OC3(CCN(CC3)C(=O)c3cc(C)c4[nH]ncc4c3)CC(=O)c2cc1C
drg_50309154	Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1
drg_50310351	Oc1ccc(cc1)-c1ccc2c(Cl)c(O)ccc2c1
drg_50310381	Oc1ccc2cc(cc(C#N)c2c1)-c1ccc(O)c(F)c1
drg_50311924	O=C(Nc1cc(cc(c1)S(=O)(=O)NC1CCCC1)-c1csc(=O)[nH]1)C1CC1
drg_50311929	CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12
drg_50311969	Fc1ccccc1-c1csc(=O)[nH]1
drg_50311974	O=c1[nH]c(cs1)-c1cccc(NS(=O)(=O)c2cccs2)c1
drg_50312078	O=c1[nH]c(cs1)-c1cccc(c1)S(=O)(=O)NC1CCCC1
drg_50312109	Clc1ccc(cc1S(=O)(=O)NC1CCCC1)-c1csc(=O)[nH]1
drg_50312476	CC(=O)c1sc(Nc2ccc3ccccc3c2)nc1C
drg_50312487	CC(=O)c1sc(Nc2ccccc2)nc1C
drg_50312853	CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N
drg_50313038	OC(=O)[C@H]1C[C@@H]1C(=O)c1ccc(Cl)c(Cl)c1
drg_50314042	O=C(NC1CC1)c1ccc(cc1)-c1cnc2c(NCc3cccs3)nccn12
drg_50314063	O=C(NC1CC1)c1ccc(cc1)-c1cnc2c(NCC3CCOCC3)cc(NC3CCCCC3)nn12
drg_50314253	C[C@H](O)[C@@H](CCc1cccc(Cl)c1Cl)n1cnc(c1)C(N)=O
drg_50314255	NC(=O)c1cn(cn1)C(CO)CCc1cccc2ccccc12
drg_50314258	C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(c1)C(N)=O
drg_50314957	Cn1cc(cn1)-c1ccc(cc1)-c1cncc(Cl)c1N1CCC2(CCNC2=O)CC1
drg_50315426	S=C=NCCCCCCc1ccccc1
drg_50316007	COc1nc(ncc1C(N)=O)-c1ccnc(NC(=O)C2CC2)c1
drg_50316017	O=C(Nc1cc(ccn1)-c1ccc2ccncc2c1)C1CC1
drg_50316028	COc1nc(sc1C(N)=O)-c1ccnc(NC(=O)C2CC2)c1
drg_50316199	CCc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2cc1OS(N)(=O)=O
drg_50316201	COc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1OS(N)(=O)=O
drg_50316203	CCc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1OS(N)(=O)=O
drg_50316352	CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+]([O-])=O
drg_50316357	Cc1cccc(Nc2ccccc2C(O)=O)c1C
drg_50316444	O=C(NCCC1=CCCCC1)Nc1ccc2nnsc2c1
drg_50316559	Fc1cc(cc2CCNCc12)S(=O)(=O)N[C@H](Cc1cccc(c1)C(F)(F)F)C(=O)N1CCCC1
drg_50316564	COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1
drg_50317398	COc1cc(OC)c(cc1NC(C)=O)S(=O)(=O)NCc1ccccc1N1CCCCC1
drg_50317492	COc1cc(OC)c(cc1NC(C)=O)S(=O)(=O)N1[C@H](C)Cc2ccccc12
drg_50318529	CC(C(O)=O)c1ccc(c(F)c1)-c1cc(Cl)cc(Cl)c1
drg_50318562	OC(=O)C1(CC1)c1ccc(c(F)c1)-c1ccc(Cl)c(Cl)c1
drg_50319169	CCCCNc1cc(C)nc2nc(Nc3cc(Cl)ccc3C)nn12
drg_50320548	CC(C)CCn1c(CN2CCC(CC2)C(N)=O)nc2n(C)c(=O)n(C)c(=O)c12
drg_50320562	CCOC(=O)CSc1nc2c3ccccc3sc2c(=O)n1CCCN1CCCC1
drg_50320563	CCN(CC)c1ccc(C=O)cc1
drg_50321574	Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1
drg_50321810	Oc1ccccc1CNC1CCN(CC1)S(=O)(=O)Nc1cccc(Oc2ccc(F)cc2)c1
drg_50321818	O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1
drg_50322292	COc1ccc(O)cc1NC(=O)NC(=O)c1ccc(F)cc1Cl
drg_50322743	C[C@]1(CCSC(N)=N1)c1ccc(F)cc1F
drg_50322838	COCCOc1cnc2ccc(cc2c1)[C@H](C)c1nnc2c(F)cc(cn12)-c1cc(C)no1
drg_50322845	COc1cnc2ccc(cc2c1)[C@@](C)(F)c1nnc2c(F)cc(cn12)-c1cc(C)no1
drg_50322925	Oc1cc(Cl)ccc1Oc1ccc(NC(=O)N2CCOCC2)cc1Cl
drg_50322926	CNC(=O)c1ccc(Oc2ccc(Cl)cc2O)c(Cl)c1
drg_50322934	Oc1cc(Cl)ccc1Oc1ccc(cc1Cl)[N+]([O-])=O
drg_50322944	Nc1ccc(Oc2ccc(Cl)cc2O)c(Cl)c1
drg_50323529	Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(cc2)C#N)cn1
drg_50324263	NNC(=O)c1ccc(o1)-c1ccccc1Cl
drg_50324267	COc1ccccc1-c1ccc(o1)C(O)=O
drg_50324271	OC(=O)c1ccc(o1)-c1ccc(cc1Cl)[N+]([O-])=O
drg_50324284	OC(=O)c1ccc(o1)-c1ccccc1[N+]([O-])=O
drg_50324291	OC(=O)c1ccc(o1)-c1ccccc1C(F)(F)F
drg_50324296	OC(=O)c1ccc(Cc2ccccc2Cl)o1
drg_50324306	OC(=O)c1ccc(o1)-c1cc(Cl)ccc1Cl
drg_50324333	OC(=O)c1ccc(o1)-c1ccccc1OC(F)(F)F
drg_50324787	Brc1cc2c(Nc3cccc(c3)C#C)ncnc2s1
drg_50325344	Nc1nn(CC=C)c2nnc(cc12)-c1c(nn2ccccc12)-c1ccccc1
drg_50325347	Nc1n[nH]c2nnc(cc12)-c1c(nn2ccccc12)-c1ccccc1
drg_50325348	CN(CCOc1ccc(cc1)-c1ccc(cc1)C#N)C(=O)NO
drg_50325379	NC(=O)c1c(F)ccc(OCc2nc3cc(Cl)cnc3s2)c1F
drg_50325383	O=C\C=C\c1ccccc1
drg_50326039	NC(=O)c1cccc(NC(=O)\C=C/C(O)=O)c1
drg_50326040	NC(=O)c1cccc(NC(=O)\C=C\C(O)=O)c1
drg_50327808	OC(=O)Cn1ccc2ccccc12
drg_50328395	Oc1ccc(CN=O)cc1
drg_50328399	CC(=O)c1ccc(O)cc1
drg_50328401	Oc1ccc(C=O)cc1
drg_50328414	Nc1ccc(cc1)C(O)=O
drg_50328983	COc1cc(OC2CCN(C)CC2)ccc1Nc1nccc(n1)-c1c[nH]c2cnccc12
drg_50329843	NC1=N[C@]2(CO[C@H](C[C@H]2CS1)c1cn[nH]c1)c1ccc(F)cc1F
drg_50330292	N[C@@H]([C@@H](N)c1ccccc1)c1ccccc1
drg_50330293	CC(C)[C@H](N)C(=O)N1CCCC1
drg_50330298	N[C@@H]([C@H](N)c1ccccc1)c1ccccc1
drg_50330842	Cc1noc(C)c1Cn1cc(C#N)c2cc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc12
drg_50330847	Cn1cc(cn1)-c1cn(C)c2ccc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)cc12
drg_50330862	NCC(=O)Nc1ccc(Oc2ccc3[nH]cc(C#N)c3c2)cc1
drg_50330928	NC(=O)C1CCCCc2c1[nH]c1ccc(Cl)cc21
drg_50330942	NC(=O)[C@H]1CCCCc2c1[nH]c1ccc(Cl)cc21
drg_50330950	OC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21
drg_50333132	Oc1ccccc1N1CC=C(NC1=O)c1cccc(c1)[N+]([O-])=O
drg_50333794	COCCCNC(=O)c1nc(no1)-c1cccc2[nH]ccc12
drg_50333880	CN(C)CCCC(=O)Nc1cncc(c1)-c1cccc2[nH]ccc12
drg_50333888	COc1cccc(c1)-c1ccc(cn1)C(=O)NC1CCN(CC(F)(F)F)CC1
drg_50333896	Fc1cccc(c1)-c1ccc(cn1)C(=O)NC1CCN(CC(F)(F)F)CC1
drg_50334617	COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccccc1
drg_50335178	CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(NCC3CCCO3)n2)cc1
drg_50335187	CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(NC[C@H]3CCCO3)n2)cc1
drg_50335252	Cn1ncnc1[C@@H]1[C@H](Nc2cc(F)cc3c2c1n[nH]c3=O)c1ccc(F)cc1
drg_50335270	CC1(C)SCCN([C@H]1C(=O)NO)S(=O)(=O)c1ccc(OCC#CCN)cc1
drg_50335494	NC(=O)c1cccc2cn(nc12)-c1ccc(cc1)C1CCCNC1
drg_50335504	CC(=O)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(O)(O)=O
drg_50335505	ON(CCC(c1ccc(Cl)c(Cl)c1)P(O)(O)=O)C=O
drg_50335563	Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1
drg_50335692	CC1(N(Cc2cccc(c2)C#N)C(=O)N(CCCn2ccnc2)C1=O)c1cccc2ccccc12
drg_50335893	COc1ccc(cc1)-c1noc(CC(O)=O)c1-c1ccc(OC)cc1
drg_50336040	Cc1ncc(CCP(O)(O)=O)c(CO)c1O
drg_50336354	Oc1cn(ccc1=O)-c1cccc(c1)-c1ccccc1
drg_50336355	OB(O)c1cn(cc(O)c1=O)-c1cccc(c1)-c1ccccc1
drg_50337201	COc1cc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC
drg_50337607	COc1ccc(cc1OC)-c1c(C)nc2c(N)cc(Cl)nn12
drg_50338110	COC(=O)c1c(O)cc(O)c(Cl)c1CCc1nccn1Cc1ccccc1
drg_50338555	Cc1noc(C)c1[C@@H]1C[C@](C)(N=C(N)S1)c1cc(c(F)cc1F)-c1cncnc1
drg_50338641	OCCCCn1c(Cn2c3cnccc3n(C3CC3)c2=O)nc2ccccc12
drg_50338660	N#Cc1c[nH]c2ccccc12
